section,date,ymd,paper,author,title,doc_id,nword,nsentence,self_reference,accountability_word_count,investigation_related,documents_reveal,investigation_duration,series_indicated,year
crime,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Michael Gordon, The Charlotte Observer","Jail phone catches plan by NC inmate to have wife, mom pimp girls for his bail",265135,859,25,0,9,0,0,0,0,2019
whats_in_store,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer",Charlotte’s first Lidl grocery store has an opening date,265136,197,6,0,2,0,0,0,0,2019
carolina_panthers,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Carolina Panthers will not attend Colin Kaepernick’s workout for NFL teams in Atlanta,265137,245,9,0,1,0,0,0,0,2019
charlotte_hornets,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",‘He’s matured; making the right decisions’: Is Hornets’ Malik Monk reinvented?,265138,765,38,0,7,0,0,0,0,2019
preps_blog,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer",Charlotte Observer media panel picks Friday’s key high school football games,265139,102,8,0,0,0,0,0,0,2019
carolina_panthers,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Why the Panthers run defense has been so bad this season. (Hint: it’s not just the 3-4),265140,1044,40,0,20,0,0,0,0,2019
whats_in_store,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Hannah Smoot, The Charlotte Observer",CLT opens $39 million concourse with its first Shake Shack and other favorites,265141,317,10,0,10,0,0,0,0,2019
north_carolina,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","Deputy on the force for 6 months dies in crash as he responds to call, NC sheriff says",265142,372,13,0,2,0,0,0,0,2019
local,2019-11-14,20191114,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Police officer drove into 4-year-old in a North Carolina crosswalk, troopers say",265143,151,6,0,2,0,0,0,0,2019
letters_to_the_editor,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer","On impeachment, all lawmakers must remember who they serve: ‘We the people’",265144,690,32,0,16,0,0,0,0,2019
preps_blog,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Ranking the 25 best 2020 high school basketball recruits in North and South Carolina,265145,427,56,0,1,0,0,0,0,2019
local,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Man who made peanut butter and crackers famous gets bronze statue in Charlotte,265146,508,8,0,2,1,0,0,0,2019
high_school,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",This week’s Charlotte-area high school basketball games to watch and full schedule,265147,904,32,0,27,0,0,0,0,2019
high_school,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Mecklenburg County senior wins first Charlotte Observer basketball player of the week,265148,195,8,0,0,0,0,0,0,2019
luke_decock,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Luke DeCock, The Charlotte Observer","If Panthers would rather have Kyle Allen than look at Colin Kaepernick, they’ve given up",265149,652,29,0,5,0,0,0,0,2019
carolina_panthers,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Analysis: If Panthers can’t find a cohesive O-line, Kyle Allen will be picked apart",265150,1280,54,0,20,0,0,0,0,2019
preps_blog,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr. and Jay Edwards, The Charlotte Observer",It’s time to vote for Charlotte Observer athlete of the week (11.20.19),265151,494,21,0,7,0,0,0,0,2019
scott_fowler,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer","10 things that went very, very wrong in Panthers’ embarrassing home loss to Falcons",265152,1052,49,0,18,0,0,0,0,2019
luke_decock,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Luke DeCock, The Charlotte Observer","In disappointing season for Panthers, their loss to Falcons was ‘a comedy of terrible’",265153,589,25,0,6,0,0,0,0,2019
carolina_panthers,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Matthew Stephens, The Charlotte Observer",Grading the Carolina Panthers in their ugly loss to the Atlanta Falcons,265154,690,22,0,14,0,0,0,0,2019
carolina_panthers,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Eric Reid thinks Colin Kaepernick proved he can help all 32 NFL teams, Panthers included",265156,1081,60,0,13,0,0,0,0,2019
mens_basketball,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer","Charlotte 49ers end wild week with another upset, this time of ACC foe Wake Forest",265157,541,23,0,13,0,0,0,0,2019
scott_fowler,2019-11-17,20191117,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer",Christian McCaffrey’s unforgettable season being wasted by these forgettable Panthers,265158,786,41,0,6,0,0,0,0,2019
preps_blog,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Herb White, The Charlotte Observer",No. 1 North Meck flexes muscle in season-opening blowout of No. 5 Independence,265159,524,20,0,7,0,0,0,0,2019
letters_to_the_editor,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer","NC has the most vitriolic, dysfunctional state government of any state I’ve lived in",265160,751,30,0,15,0,0,0,0,2019
c5_development,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Jillian Mueller, The Charlotte Observer","New gym in South End offers barre, yoga, cycling, boot camp — and free child care",265161,491,16,0,2,0,0,0,0,2019
c5_development,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Beth Castle, The Charlotte Observer",How these 5 black-owned businesses got their start in Charlotte,265162,1652,72,0,4,0,0,0,0,2019
education,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Annie Ma and Fred Clasen-Kelly, The Charlotte Observer","‘Ramrod it’: Former CMS superintendent pushed tech contract, then asked firm for a job",265163,2115,54,0,32,0,1,0,0,2019
local,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Coastal town in North Carolina warns: ‘Smoke might rise from the ground in your yard’,265164,292,7,0,2,0,0,0,0,2019
crime,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","WBTV, The Charlotte Observer",Mother faces charges in 3-year-old’s death after fall at Charlotte airport,265165,353,14,0,8,0,0,0,0,2019
local,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Charlotte rapper DaBaby gets music industry respect with his first Grammy nominations,265167,411,14,0,2,0,0,0,0,2019
movie_news_reviews,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","ThÃ©oden Janes, The Charlotte Observer",Exclusive: Filmmakers march forward with plans to make Revolutionary War movie in NC,265168,2087,74,0,6,0,0,0,0,2019
politics_government,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Teo Armus and Ames Alexander, The Charlotte Observer",Foundation for the Carolinas under scrutiny over grants to anti-immigration groups,265169,2157,63,0,26,0,1,0,0,2019
whats_in_store,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer","Clothing store, barbershop headed to a popular south Charlotte shopping center",265170,218,7,0,1,0,0,0,0,2019
news,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Using — or owning — CBD oil can get Air Force members court-martialed, alert warns",265171,391,11,0,15,0,0,0,0,2019
north_carolina,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","Health care executive says he was fired because he’s white, North Carolina suit says",265173,661,9,0,10,0,0,0,0,2019
football,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",‘He built it:’ Charlotte 49ers prepare to face former coach Brad Lambert,265174,496,21,0,5,0,0,0,0,2019
north_carolina,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","Someone is stealing wallets from women’s purses at Costco in North Carolina, cops warn",265175,312,9,0,4,0,0,0,0,2019
business,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer","Lowe’s is closing stores in Canada. But US stores improve ‘overall sales,’ CEO says",265176,574,11,0,3,0,0,0,0,2019
politics_government,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Alison Kuznitz, The Charlotte Observer",Mecklenburg voters to use new voting machines in 2020. Here’s why they’re changing.,265177,498,16,0,6,1,0,0,0,2019
north_carolina,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Bailey Aldridge, The Charlotte Observer",Why were ancient babies buried in ‘helmets’ made of skulls? NC experts find clues,265178,476,8,0,4,0,0,0,0,2019
carolina_panthers,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Ron Rivera’s future with Panthers will be determined by showing Tepper he’s not mediocre,265180,901,32,0,8,0,0,0,0,2019
thats_racin,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",One of America’s top Christmas light displays just got bigger: 4 million at NC track,265181,468,17,0,2,0,0,0,0,2019
c5_around_town,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","A.W. Geiger, The Charlotte Observer","Honolulu-based matcha cafe to open in Charlotte, fueling the craft tea movement",265182,369,10,0,1,0,0,0,0,2019
charlotte_hornets,2019-11-20,20191120,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer","Hornets’ Devonte Graham is in rare company, but those Nets offensive rebounds!",265183,500,20,0,6,0,0,0,0,2019
preps_blog,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Jake Spriggs, The Charlotte Observer",Charlotte Catholic beats Hunter Huss on road to advance in 3A football playoffs,265184,674,19,0,7,0,0,0,0,2019
high_school,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Who were Friday’s high school basketball stars? We’ve got scores, statistics, schedules ? It’s all right here",265185,2114,45,0,35,0,0,0,0,2019
high_school,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Self-belief, determination lead Vance past No. 1 Mallard Creek in shocking upset",265186,1222,47,0,7,0,0,0,0,2019
business,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Franklin Graham says CEO told him Chick-fil-A didn’t ‘cave’ to LGBTQ protests,265187,303,15,0,3,0,0,0,0,2019
local,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Police name suspect in one of two sexual assaults on popular Charlotte greenway,265188,360,9,0,10,0,0,0,0,2019
local,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Driver dies after barreling off a Charlotte road, cops say",265189,119,6,0,2,0,0,0,0,2019
high_school,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","West Charlotte boys, Hopewell girls back in the Observer’s Sweet 16 basketball polls",265190,379,42,0,8,0,0,0,0,2019
high_school,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Nationally ranked Myers Park moves to No. 1 in the Observer’s Sweet 16 poll,265191,392,29,0,5,0,0,0,0,2019
charlotte_49ers,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",49ers make history! Charlotte tops Marshall to become bowl-eligible for the first time,265192,759,26,0,9,0,0,0,0,2019
high_school,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",This week’s Charlotte Observer prep football player of the week is first 2-time winner,265193,218,5,0,1,0,0,0,0,2019
preps_blog,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Chapel Fowler, The Charlotte Observer",Charlotte Catholic boys stunned in loss to Walter M. Williams in 3A soccer state final,265194,1110,42,0,19,0,0,0,0,2019
preps_blog,2019-11-23,20191123,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Who were Saturday’s high school basketball stars? We’ve got scores, results and capsules",265195,1271,54,0,16,0,0,0,0,2019
business,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer",‘We are open.’ Trade Street businesses see silver lining amid streetcar construction,265196,736,36,0,14,0,0,0,0,2019
letters_to_the_editor,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Staff, The Charlotte Observer",Foundation For The Carolinas deserves an apology,265197,685,32,0,23,0,0,0,0,2019
election,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Jim Morrill, The Charlotte Observer",‘Politics will be hard to ignore’: High-stakes election year opens next week,265198,983,52,0,24,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Alison Kuznitz, The Charlotte Observer",‘A bold building’: Charlotte Mecklenburg Library’s new main branch seen as tech hub,265199,974,29,0,4,0,0,0,0,2019
c5_development,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","A.W. Geiger, The Charlotte Observer",Volo will be unlike any other Italian spot in Charlotte. Here’s how.,265200,723,36,0,2,0,0,0,0,2019
c5_things_to_do,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Melissa Oyler, The Charlotte Observer",5 best places to see holiday lights this weekend near Charlotte,265202,682,42,0,5,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Carolinas travelers face 2 major storm systems as they’re headed west on Thanksgiving,265204,393,15,0,8,0,0,0,0,2019
music_news_reviews,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","ThÃ©oden Janes, The Charlotte Observer","BofA Stadium adds second concert to spring 2020 schedule, and it’s a country megastar",265205,578,18,0,12,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Fuzzy white creature is spotted in dark by camera in NC woods. What the heck is it?,265206,313,10,0,3,0,0,0,0,2019
charlotte_hornets,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Would trading for Andre Drummond make sense for the Charlotte Hornets in a rebuild?,265207,750,37,0,10,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Man shot on the job at east Charlotte arcade. It’s city’s 99th homicide.,265208,338,13,0,2,0,0,0,0,2019
thats_racin,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer","New schedule, new faces (new sponsor?): Changes coming to NASCAR in 2020",265209,603,21,0,5,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Molly Horak, The Charlotte Observer",‘Take what you need.’ Little Free Food Pantry takes a page from free books movement,265211,1040,33,0,3,0,0,0,0,2019
living,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Chapel Fowler, The Charlotte Observer",‘A full circle of life’: NC program helps hunters give free deer meat to those in need,265212,1347,57,0,6,0,0,0,0,2019
whats_in_store,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Hannah Smoot, The Charlotte Observer","New Novant Health offices could be coming to University area, city records show",265213,221,5,0,0,0,0,0,0,2019
carolina_panthers,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer",Former Panthers LB Sam Mills named a semifinalist for Pro Football Hall of Fame,265214,227,12,0,0,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, Gavin Off and Amanda Zhou, The Charlotte Observer","For hours, he fought for his life. Teen becomes Charlotte’s 100th homicide victim.",265215,874,31,0,12,0,0,0,0,2019
north_carolina,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Can you be fired for using CBD oil? North Carolina woman says no — and a judge agrees,265216,519,8,0,15,0,0,0,0,2019
whats_in_store,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer","Movie theater opening second Charlotte location before Christmas, hiring 200",265217,163,5,0,2,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Gavin Off, The Charlotte Observer",Giving Guide: Find ways to give back over the holidays in the Charlotte area,265218,115,6,0,0,0,0,0,0,2019
news,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Krispy Kreme truck spills shipment, leaving Georgia cops mourning doughnut ‘carnage’",265219,280,12,0,4,0,0,0,0,2019
charlotte_hornets,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",James Borrego has had enough. No ‘God-given right’ to minutes for any Hornets player,265220,696,30,0,12,0,0,0,0,2019
local,2019-11-26,20191126,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",More sexual misconduct claims found ‘credible’ against former Charlotte Diocese official,265221,569,18,0,16,0,0,0,0,2019
panthers_tracks_news,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Matthew Stephens, The Charlotte Observer",Panthers Tracks: Skipped the turkey on Thanksgiving. Keep Pounding those leftovers,265222,332,10,0,2,0,0,0,0,2019
development,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","As hotel construction booms in Charlotte, here are five key projects",265223,791,20,0,21,0,0,0,0,2019
scott_fowler,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Scott Fowler, The Charlotte Observer",‘Is that for me?’ Charlotte 49ers coach Will Healy dunking his team to new heights,265224,904,38,0,2,0,0,0,0,2019
local,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Thanksgiving dispute turns fatal when mom kills daughter at Charlotte home, cops say",265225,369,17,0,3,0,0,0,0,2019
charlotte_49ers,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","David Scott, The Charlotte Observer",Sophomore Victor Tucker makes the plays that count for the Charlotte 49ers,265226,913,37,0,7,0,0,0,0,2019
local,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Weird beast photographed in NC looks like a unicorn, but there’s a simple explanation",265227,339,10,0,3,0,0,0,0,2019
local,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Lauren Lindstrom, The Charlotte Observer",‘More entire families becoming homeless’: New program helps households stay together,265228,365,11,0,0,0,0,0,0,2019
north_carolina,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Three flu-related deaths reported in North Carolina as virus continues slow spread,265229,252,13,0,4,0,0,0,0,2019
opinion,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Celia Rivenbark, The Charlotte Observer",Bringing some preaching into the White House,265230,506,20,0,3,0,0,0,0,2019
whats_in_store,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer","Retail, restaurant possible in former antique shop in Plaza Midwood, rezoning shows",265231,338,8,0,1,0,2,0,0,2019
giving_two,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer",Former Salvation Army volunteer adopted her nephews. Now she needs help at Christmas.,265232,984,30,0,4,0,0,0,0,2019
business,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer","While others shop online, they cling to Black Friday tradition: ‘I don’t like waiting’",265233,823,35,0,5,0,0,0,0,2019
north_carolina,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","After death of oldest American, a 114-year-old North Carolina woman takes her place",265234,455,21,0,0,0,0,0,0,2019
crime,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer","Fight leads to Black Friday lockdown at Charlotte area mall, police say",265235,177,6,0,3,0,0,0,0,2019
north_carolina,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer",Another hurricane season in the books for the Carolinas. It was above normal — again,265236,424,10,0,7,0,0,0,0,2019
charlotte_hornets,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Hornets win their ninth in a row over the Pistons; big night for P.J. Washington,265238,383,11,0,8,0,0,0,0,2019
preps_blog,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Herb White, The Charlotte Observer","Richmond Senior stuns nationally ranked Myers Park, advances",265240,656,16,0,6,0,0,0,0,2019
preps_blog,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Jake Spriggs, The Charlotte Observer",Vance rolls past West Forsyth and will play Richmond Senior in semifinal next week,265241,779,24,0,6,0,0,0,0,2019
high_school,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Who won at Charlotte Hoops Challenge? We’ve got stars, scores from busy Friday of hoops",265242,1788,58,0,24,0,0,0,0,2019
high_school,2019-11-29,20191129,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer","Friday’s NC/SC scores, how the Observer’s Sweet 16 fared and next week’s schedule",265243,673,33,0,0,0,0,0,0,2019
local,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Joe Marusak, The Charlotte Observer",Report for America selects The Charlotte Observer for a second reporter position,265245,440,13,0,3,0,0,0,0,2019
local,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Kayaker was trapped under log in raging Tennessee creek as rescuers tried to save him,265246,274,8,0,1,0,0,0,0,2019
local,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",Goofy elk gets itself hopelessly trapped in hammock behind North Carolina home,265247,274,13,0,2,0,0,0,0,2019
news,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer",6-foot shark found on Cape Cod beach with its mouth wide open. What killed it?,265248,321,9,0,3,0,0,0,0,2019
editorials,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","the Editorial Board, The Charlotte Observer",UNC’s newest Silent Sam sham,265249,548,18,0,13,0,1,0,0,2019
local,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","Smoky Mountains and Blue Ridge Parkway close key roads for heavy snow, strong winds",265250,319,8,0,2,0,0,0,0,2019
giving_two,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Cristina Bolling, The Charlotte Observer",He’s only 2 and facing health problems far from home. Donors will help at Christmas.,265251,727,20,0,6,0,0,0,0,2019
national,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Mark Price, The Charlotte Observer","How do you get semen from live great white sharks? Very quickly, expert says",265252,545,15,0,3,0,0,0,0,2019
carolina_panthers,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Alaina Getzenberg, The Charlotte Observer","Struggling to sleep, Ron Rivera gave an honest look at the Panthers and what’s next",265253,796,43,0,7,0,0,0,0,2019
north_carolina,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","Water buffalo? Not quite. These two bison just like to frolic in the rain, staff says",265254,396,13,0,2,0,0,0,0,2019
charlotte_hornets,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Hornets guard Dwayne Bacon knows he’ll find his way back because he’s free of his ego,265256,829,56,0,27,0,0,0,0,2019
business,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Danielle Chemtob, The Charlotte Observer","U.K.-based IT recruiting company opens Charlotte office, adding 90 jobs",265258,309,7,0,2,0,0,0,0,2019
whats_in_store,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer",A new Mediterranean restaurant among latest openings at Atherton Mill in South End,265259,369,10,0,3,0,0,0,0,2019
high_school,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Langston Wertz Jr., The Charlotte Observer",Who were top players in Charlotte’s SoMECK this year? Here’s fall all-conference teams,265260,766,8,0,28,0,0,0,0,2019
north_carolina,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","How do you steal Christmas? This Scrooge found a way, North Carolina store owner says",265261,268,12,0,1,0,0,0,0,2019
national,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Hayley Fowler, The Charlotte Observer","15 earthquakes in just two days shake a small Tennessee town, USGS reports",265262,267,9,0,1,0,0,0,0,2019
whats_in_store,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Catherine Muccigrosso, The Charlotte Observer","A new wine, beer and coffee ‘hangout’ cafe has an opening date in South End",265263,352,13,0,1,0,0,0,0,2019
college,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Steve Lyttle, The Charlotte Observer",How the Appalachian State football team can still make a New Years Six bowl game,265264,549,15,0,8,0,0,0,0,2019
music_news_reviews,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","ThÃ©oden Janes, The Charlotte Observer",What is Trans-Siberian Orchestra? How one member tried to explain it to her parents.,265265,1070,47,0,6,0,0,0,0,2019
local,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Amanda Zhou, The Charlotte Observer","McAdenville ‘Christmas Town USA’ has opened, and the traffic has started, too",265266,364,11,0,2,0,0,0,0,2019
charlotte_hornets,2019-12-02,20191202,"Charlotte Observer, The: Web Edition Articles (NC)","Rick Bonnell, The Charlotte Observer",Kelly Oubre Jr. spoils 20-point comeback for Hornets; Charlotte loses to Suns by 5,265267,459,17,0,7,0,0,0,0,2019
opinion,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Orrin H. Pilkey, The Charlotte Observer",It’s time to prepare for a changing Earth,265269,601,25,0,6,0,0,0,0,2019
c5_things_to_do,2019-12-05,20191205,"Charlotte Observer, The: Web Edition Articles (NC)","Melissa Oyler, The Charlotte Observer","Here’s your chance to peek into fancy Fourth Ward homes—we mean, see holiday decor",265270,1013,40,0,9,0,0,0,0,2019
